Ruleset,Race/Species,Subclass,Level,Sneak Attack,Expertise,Weapon Mastery,Cunning Action,Steady Aim,Cunning Strike,Cunning Strike Options,Reliable Talent,Uncanny Dodge,Evasion,Blindsense,Slippery Mind,Elusive,Stroke of Luck,Unlocked Subclass Features,Warnings,Result
dnd_2014,Halfling,Assassin,12,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,13,7d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,14,7d6,4,0,True,False,False,,True,True,True,10,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,15,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,16,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,17,9d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,18,9d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,19,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,20,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,True,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dragonborn,Thief,1,1d6,2,0,False,False,False,,False,False,False,0,,False,False,,,PASS
dnd_2014,Dragonborn,Thief,2,1d6,2,0,True,False,False,,False,False,False,0,,False,False,,,PASS
dnd_2014,Dragonborn,Thief,3,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Fast Hands, Second-Story Work",,PASS
dnd_2014,Dragonborn,Thief,4,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Fast Hands, Second-Story Work",,PASS
dnd_2014,Dragonborn,Thief,5,3d6,2,0,True,False,False,,False,True,False,0,,False,False,"Fast Hands, Second-Story Work",,PASS
dnd_2014,Dragonborn,Thief,6,3d6,4,0,True,False,False,,False,True,False,0,,False,False,"Fast Hands, Second-Story Work",,PASS
dnd_2014,Dragonborn,Thief,7,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work",,PASS
dnd_2014,Dragonborn,Thief,8,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work",,PASS
dnd_2014,Dragonborn,Thief,9,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",,PASS
dnd_2014,Dragonborn,Thief,10,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",,PASS
dnd_2014,Dragonborn,Thief,11,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",,PASS
dnd_2014,Dragonborn,Thief,12,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",,PASS
dnd_2014,Dragonborn,Thief,13,7d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",,PASS
dnd_2014,Dragonborn,Thief,14,7d6,4,0,True,False,False,,True,True,True,10,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",,PASS
dnd_2014,Dragonborn,Thief,15,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",,PASS
dnd_2014,Dragonborn,Thief,16,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",,PASS
dnd_2014,Dragonborn,Thief,17,9d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",,PASS
dnd_2014,Dragonborn,Thief,18,9d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",,PASS
dnd_2014,Dragonborn,Thief,19,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",,PASS
dnd_2014,Dragonborn,Thief,20,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,True,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",,PASS
dnd_2014,Dragonborn,Assassin,1,1d6,2,0,False,False,False,,False,False,False,0,,False,False,,,PASS
dnd_2014,Dragonborn,Assassin,2,1d6,2,0,True,False,False,,False,False,False,0,,False,False,,,PASS
dnd_2014,Dragonborn,Assassin,3,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Bonus Proficiencies, Assassinate",,PASS
dnd_2014,Dragonborn,Assassin,4,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Bonus Proficiencies, Assassinate",,PASS
dnd_2014,Dragonborn,Assassin,5,3d6,2,0,True,False,False,,False,True,False,0,,False,False,"Bonus Proficiencies, Assassinate",,PASS
dnd_2014,Dragonborn,Assassin,6,3d6,4,0,True,False,False,,False,True,False,0,,False,False,"Bonus Proficiencies, Assassinate",,PASS
dnd_2014,Dragonborn,Assassin,7,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate",,PASS
dnd_2014,Dragonborn,Assassin,8,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate",,PASS
dnd_2014,Dragonborn,Assassin,9,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",,PASS
dnd_2014,Dragonborn,Assassin,10,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",,PASS
dnd_2014,Dragonborn,Assassin,11,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",,PASS
dnd_2014,Dragonborn,Assassin,12,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",,PASS
dnd_2014,Dragonborn,Assassin,13,7d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",,PASS
dnd_2014,Dragonborn,Assassin,14,7d6,4,0,True,False,False,,True,True,True,10,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",,PASS
dnd_2014,Dragonborn,Assassin,15,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",,PASS
dnd_2014,Dragonborn,Assassin,16,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",,PASS
dnd_2014,Dragonborn,Assassin,17,9d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",,PASS
dnd_2014,Dragonborn,Assassin,18,9d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",,PASS
dnd_2014,Dragonborn,Assassin,19,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",,PASS
dnd_2014,Dragonborn,Assassin,20,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,True,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",,PASS
dnd_2014,Gnome,Thief,1,1d6,2,0,False,False,False,,False,False,False,0,,False,False,,Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,2,1d6,2,0,True,False,False,,False,False,False,0,,False,False,,Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,3,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,4,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,5,3d6,2,0,True,False,False,,False,True,False,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,6,3d6,4,0,True,False,False,,False,True,False,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,7,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,8,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,9,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,10,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,11,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,12,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,13,7d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,14,7d6,4,0,True,False,False,,True,True,True,10,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,15,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,16,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,17,9d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,18,9d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,19,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Thief,20,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,True,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,1,1d6,2,0,False,False,False,,False,False,False,0,,False,False,,Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,2,1d6,2,0,True,False,False,,False,False,False,0,,False,False,,Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,3,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,4,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,5,3d6,2,0,True,False,False,,False,True,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,6,3d6,4,0,True,False,False,,False,True,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,7,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,8,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,9,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,10,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,11,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,12,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,13,7d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,14,7d6,4,0,True,False,False,,True,True,True,10,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,15,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,16,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,17,9d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,18,9d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,19,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Gnome,Assassin,20,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,True,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Half-Elf,Thief,1,1d6,2,0,False,False,False,,False,False,False,0,,False,False,,"Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,2,1d6,2,0,True,False,False,,False,False,False,0,,False,False,,"Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,3,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Fast Hands, Second-Story Work","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,4,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Fast Hands, Second-Story Work","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,5,3d6,2,0,True,False,False,,False,True,False,0,,False,False,"Fast Hands, Second-Story Work","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,6,3d6,4,0,True,False,False,,False,True,False,0,,False,False,"Fast Hands, Second-Story Work","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,7,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,8,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,9,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,10,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,11,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,12,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,13,7d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,14,7d6,4,0,True,False,False,,True,True,True,10,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,15,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,16,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,17,9d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,18,9d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,19,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Thief,20,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,True,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,1,1d6,2,0,False,False,False,,False,False,False,0,,False,False,,"Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,2,1d6,2,0,True,False,False,,False,False,False,0,,False,False,,"Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,3,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Bonus Proficiencies, Assassinate","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,4,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Bonus Proficiencies, Assassinate","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,5,3d6,2,0,True,False,False,,False,True,False,0,,False,False,"Bonus Proficiencies, Assassinate","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,6,3d6,4,0,True,False,False,,False,True,False,0,,False,False,"Bonus Proficiencies, Assassinate","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,7,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,8,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,9,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,10,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,11,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,12,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,13,7d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,14,7d6,4,0,True,False,False,,True,True,True,10,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,15,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,16,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,17,9d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,18,9d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,19,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Elf,Assassin,20,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,True,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike","Esnek ability, skill ve language seçimleri doğrulanmalı",PASS
dnd_2014,Half-Orc,Thief,1,1d6,2,0,False,False,False,,False,False,False,0,,False,False,,,PASS
dnd_2014,Half-Orc,Thief,2,1d6,2,0,True,False,False,,False,False,False,0,,False,False,,,PASS
dnd_2014,Half-Orc,Thief,3,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Fast Hands, Second-Story Work",,PASS
dnd_2014,Half-Orc,Thief,4,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Fast Hands, Second-Story Work",,PASS
dnd_2014,Half-Orc,Thief,5,3d6,2,0,True,False,False,,False,True,False,0,,False,False,"Fast Hands, Second-Story Work",,PASS
dnd_2014,Half-Orc,Thief,6,3d6,4,0,True,False,False,,False,True,False,0,,False,False,"Fast Hands, Second-Story Work",,PASS
dnd_2014,Half-Orc,Thief,7,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work",,PASS
dnd_2014,Half-Orc,Thief,8,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work",,PASS
dnd_2014,Half-Orc,Thief,9,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",,PASS
dnd_2014,Half-Orc,Thief,10,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",,PASS
dnd_2014,Half-Orc,Thief,11,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",,PASS
dnd_2014,Half-Orc,Thief,12,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",,PASS
dnd_2014,Half-Orc,Thief,13,7d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",,PASS
dnd_2014,Half-Orc,Thief,14,7d6,4,0,True,False,False,,True,True,True,10,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",,PASS
dnd_2014,Half-Orc,Thief,15,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",,PASS
dnd_2014,Half-Orc,Thief,16,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",,PASS
dnd_2014,Half-Orc,Thief,17,9d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",,PASS
dnd_2014,Half-Orc,Thief,18,9d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",,PASS
dnd_2014,Half-Orc,Thief,19,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",,PASS
dnd_2014,Half-Orc,Thief,20,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,True,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",,PASS
