Ruleset,Race/Species,Domain,Level,Channel Divinity Uses,Cantrips,Prepared Spells,Divine Spark d8,Destroy Undead CR,Sear Undead,Blessed Strikes,Improved Blessed Strikes,Divine Intervention,Level 20 Capstone,Warnings,Result
dnd_2014,Elf,Arcana Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Arcana Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Forge Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Grave Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,subrace choice required,PASS
dnd_2014,Elf,Order Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Order Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Peace Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Elf,Twilight Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Life Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Knowledge Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Light Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Nature Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Tempest Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,subrace choice required,PASS
dnd_2014,Halfling,Trickery Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,subrace choice required,PASS
dnd_2014,Halfling,War Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,War Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,War Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,War Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,War Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,War Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,War Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,subrace choice required,PASS
dnd_2014,Halfling,War Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,subrace choice required,PASS
