Ruleset,Race/Species,Subclass,Level,Pact Slot Level,Pact Slots,Cantrips,Known Spells,Prepared Spells,Invocations,Mystic Arcanum,Magical Cunning Recovery,Status
2014,Elf,The Archfey,8,4,2,3,9,0,4,,0,READY
2014,Elf,The Archfey,9,5,2,3,10,0,5,,0,READY
2014,Elf,The Archfey,10,5,2,4,10,0,5,,0,READY
2014,Elf,The Archfey,11,5,3,4,11,0,5,6,0,READY
2014,Elf,The Archfey,12,5,3,4,11,0,6,6,0,READY
2014,Elf,The Archfey,13,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Archfey,14,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Archfey,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Archfey,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Archfey,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Elf,The Archfey,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Elf,The Archfey,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Archfey,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Celestial,1,1,1,2,2,0,0,,0,READY
2014,Elf,The Celestial,2,1,2,2,3,0,2,,0,READY
2014,Elf,The Celestial,3,2,2,2,4,0,2,,0,READY
2014,Elf,The Celestial,4,2,2,3,5,0,2,,0,READY
2014,Elf,The Celestial,5,3,2,3,6,0,3,,0,READY
2014,Elf,The Celestial,6,3,2,3,7,0,3,,0,READY
2014,Elf,The Celestial,7,4,2,3,8,0,4,,0,READY
2014,Elf,The Celestial,8,4,2,3,9,0,4,,0,READY
2014,Elf,The Celestial,9,5,2,3,10,0,5,,0,READY
2014,Elf,The Celestial,10,5,2,4,10,0,5,,0,READY
2014,Elf,The Celestial,11,5,3,4,11,0,5,6,0,READY
2014,Elf,The Celestial,12,5,3,4,11,0,6,6,0,READY
2014,Elf,The Celestial,13,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Celestial,14,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Celestial,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Celestial,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Celestial,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Elf,The Celestial,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Elf,The Celestial,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Celestial,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Fathomless,1,1,1,2,2,0,0,,0,READY
2014,Elf,The Fathomless,2,1,2,2,3,0,2,,0,READY
2014,Elf,The Fathomless,3,2,2,2,4,0,2,,0,READY
2014,Elf,The Fathomless,4,2,2,3,5,0,2,,0,READY
2014,Elf,The Fathomless,5,3,2,3,6,0,3,,0,READY
2014,Elf,The Fathomless,6,3,2,3,7,0,3,,0,READY
2014,Elf,The Fathomless,7,4,2,3,8,0,4,,0,READY
2014,Elf,The Fathomless,8,4,2,3,9,0,4,,0,READY
2014,Elf,The Fathomless,9,5,2,3,10,0,5,,0,READY
2014,Elf,The Fathomless,10,5,2,4,10,0,5,,0,READY
2014,Elf,The Fathomless,11,5,3,4,11,0,5,6,0,READY
2014,Elf,The Fathomless,12,5,3,4,11,0,6,6,0,READY
2014,Elf,The Fathomless,13,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Fathomless,14,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Fathomless,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Fathomless,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Fathomless,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Elf,The Fathomless,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Elf,The Fathomless,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Fathomless,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Genie,1,1,1,2,2,0,0,,0,READY
2014,Elf,The Genie,2,1,2,2,3,0,2,,0,READY
2014,Elf,The Genie,3,2,2,2,4,0,2,,0,READY
2014,Elf,The Genie,4,2,2,3,5,0,2,,0,READY
2014,Elf,The Genie,5,3,2,3,6,0,3,,0,READY
2014,Elf,The Genie,6,3,2,3,7,0,3,,0,READY
2014,Elf,The Genie,7,4,2,3,8,0,4,,0,READY
2014,Elf,The Genie,8,4,2,3,9,0,4,,0,READY
2014,Elf,The Genie,9,5,2,3,10,0,5,,0,READY
2014,Elf,The Genie,10,5,2,4,10,0,5,,0,READY
2014,Elf,The Genie,11,5,3,4,11,0,5,6,0,READY
2014,Elf,The Genie,12,5,3,4,11,0,6,6,0,READY
2014,Elf,The Genie,13,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Genie,14,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Genie,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Genie,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Genie,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Elf,The Genie,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Elf,The Genie,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Genie,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Great Old One,1,1,1,2,2,0,0,,0,READY
2014,Elf,The Great Old One,2,1,2,2,3,0,2,,0,READY
2014,Elf,The Great Old One,3,2,2,2,4,0,2,,0,READY
2014,Elf,The Great Old One,4,2,2,3,5,0,2,,0,READY
2014,Elf,The Great Old One,5,3,2,3,6,0,3,,0,READY
2014,Elf,The Great Old One,6,3,2,3,7,0,3,,0,READY
2014,Elf,The Great Old One,7,4,2,3,8,0,4,,0,READY
2014,Elf,The Great Old One,8,4,2,3,9,0,4,,0,READY
2014,Elf,The Great Old One,9,5,2,3,10,0,5,,0,READY
2014,Elf,The Great Old One,10,5,2,4,10,0,5,,0,READY
2014,Elf,The Great Old One,11,5,3,4,11,0,5,6,0,READY
2014,Elf,The Great Old One,12,5,3,4,11,0,6,6,0,READY
2014,Elf,The Great Old One,13,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Great Old One,14,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Great Old One,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Great Old One,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Great Old One,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Elf,The Great Old One,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Elf,The Great Old One,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Great Old One,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Hexblade,1,1,1,2,2,0,0,,0,READY
2014,Elf,The Hexblade,2,1,2,2,3,0,2,,0,READY
2014,Elf,The Hexblade,3,2,2,2,4,0,2,,0,READY
2014,Elf,The Hexblade,4,2,2,3,5,0,2,,0,READY
2014,Elf,The Hexblade,5,3,2,3,6,0,3,,0,READY
2014,Elf,The Hexblade,6,3,2,3,7,0,3,,0,READY
2014,Elf,The Hexblade,7,4,2,3,8,0,4,,0,READY
2014,Elf,The Hexblade,8,4,2,3,9,0,4,,0,READY
2014,Elf,The Hexblade,9,5,2,3,10,0,5,,0,READY
2014,Elf,The Hexblade,10,5,2,4,10,0,5,,0,READY
2014,Elf,The Hexblade,11,5,3,4,11,0,5,6,0,READY
2014,Elf,The Hexblade,12,5,3,4,11,0,6,6,0,READY
2014,Elf,The Hexblade,13,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Hexblade,14,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Hexblade,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Hexblade,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Hexblade,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Elf,The Hexblade,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Elf,The Hexblade,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Hexblade,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Undead,1,1,1,2,2,0,0,,0,READY
2014,Elf,The Undead,2,1,2,2,3,0,2,,0,READY
2014,Elf,The Undead,3,2,2,2,4,0,2,,0,READY
2014,Elf,The Undead,4,2,2,3,5,0,2,,0,READY
2014,Elf,The Undead,5,3,2,3,6,0,3,,0,READY
2014,Elf,The Undead,6,3,2,3,7,0,3,,0,READY
2014,Elf,The Undead,7,4,2,3,8,0,4,,0,READY
2014,Elf,The Undead,8,4,2,3,9,0,4,,0,READY
2014,Elf,The Undead,9,5,2,3,10,0,5,,0,READY
2014,Elf,The Undead,10,5,2,4,10,0,5,,0,READY
2014,Elf,The Undead,11,5,3,4,11,0,5,6,0,READY
2014,Elf,The Undead,12,5,3,4,11,0,6,6,0,READY
2014,Elf,The Undead,13,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Undead,14,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Undead,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Undead,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Undead,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Elf,The Undead,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Elf,The Undead,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Undead,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Undying,1,1,1,2,2,0,0,,0,READY
2014,Elf,The Undying,2,1,2,2,3,0,2,,0,READY
2014,Elf,The Undying,3,2,2,2,4,0,2,,0,READY
2014,Elf,The Undying,4,2,2,3,5,0,2,,0,READY
2014,Elf,The Undying,5,3,2,3,6,0,3,,0,READY
2014,Elf,The Undying,6,3,2,3,7,0,3,,0,READY
2014,Elf,The Undying,7,4,2,3,8,0,4,,0,READY
2014,Elf,The Undying,8,4,2,3,9,0,4,,0,READY
2014,Elf,The Undying,9,5,2,3,10,0,5,,0,READY
2014,Elf,The Undying,10,5,2,4,10,0,5,,0,READY
2014,Elf,The Undying,11,5,3,4,11,0,5,6,0,READY
2014,Elf,The Undying,12,5,3,4,11,0,6,6,0,READY
2014,Elf,The Undying,13,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Undying,14,5,3,4,12,0,6,6/7,0,READY
2014,Elf,The Undying,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Undying,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Elf,The Undying,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Elf,The Undying,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Elf,The Undying,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Elf,The Undying,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Fiend,1,1,1,2,2,0,0,,0,READY
2014,Halfling,The Fiend,2,1,2,2,3,0,2,,0,READY
2014,Halfling,The Fiend,3,2,2,2,4,0,2,,0,READY
2014,Halfling,The Fiend,4,2,2,3,5,0,2,,0,READY
2014,Halfling,The Fiend,5,3,2,3,6,0,3,,0,READY
2014,Halfling,The Fiend,6,3,2,3,7,0,3,,0,READY
2014,Halfling,The Fiend,7,4,2,3,8,0,4,,0,READY
2014,Halfling,The Fiend,8,4,2,3,9,0,4,,0,READY
2014,Halfling,The Fiend,9,5,2,3,10,0,5,,0,READY
2014,Halfling,The Fiend,10,5,2,4,10,0,5,,0,READY
2014,Halfling,The Fiend,11,5,3,4,11,0,5,6,0,READY
2014,Halfling,The Fiend,12,5,3,4,11,0,6,6,0,READY
2014,Halfling,The Fiend,13,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Fiend,14,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Fiend,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Fiend,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Fiend,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Halfling,The Fiend,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Halfling,The Fiend,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Fiend,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Archfey,1,1,1,2,2,0,0,,0,READY
2014,Halfling,The Archfey,2,1,2,2,3,0,2,,0,READY
2014,Halfling,The Archfey,3,2,2,2,4,0,2,,0,READY
2014,Halfling,The Archfey,4,2,2,3,5,0,2,,0,READY
2014,Halfling,The Archfey,5,3,2,3,6,0,3,,0,READY
2014,Halfling,The Archfey,6,3,2,3,7,0,3,,0,READY
2014,Halfling,The Archfey,7,4,2,3,8,0,4,,0,READY
2014,Halfling,The Archfey,8,4,2,3,9,0,4,,0,READY
2014,Halfling,The Archfey,9,5,2,3,10,0,5,,0,READY
2014,Halfling,The Archfey,10,5,2,4,10,0,5,,0,READY
2014,Halfling,The Archfey,11,5,3,4,11,0,5,6,0,READY
2014,Halfling,The Archfey,12,5,3,4,11,0,6,6,0,READY
2014,Halfling,The Archfey,13,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Archfey,14,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Archfey,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Archfey,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Archfey,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Halfling,The Archfey,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Halfling,The Archfey,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Archfey,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Celestial,1,1,1,2,2,0,0,,0,READY
2014,Halfling,The Celestial,2,1,2,2,3,0,2,,0,READY
2014,Halfling,The Celestial,3,2,2,2,4,0,2,,0,READY
2014,Halfling,The Celestial,4,2,2,3,5,0,2,,0,READY
2014,Halfling,The Celestial,5,3,2,3,6,0,3,,0,READY
2014,Halfling,The Celestial,6,3,2,3,7,0,3,,0,READY
2014,Halfling,The Celestial,7,4,2,3,8,0,4,,0,READY
2014,Halfling,The Celestial,8,4,2,3,9,0,4,,0,READY
2014,Halfling,The Celestial,9,5,2,3,10,0,5,,0,READY
2014,Halfling,The Celestial,10,5,2,4,10,0,5,,0,READY
2014,Halfling,The Celestial,11,5,3,4,11,0,5,6,0,READY
2014,Halfling,The Celestial,12,5,3,4,11,0,6,6,0,READY
2014,Halfling,The Celestial,13,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Celestial,14,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Celestial,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Celestial,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Celestial,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Halfling,The Celestial,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Halfling,The Celestial,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Celestial,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Fathomless,1,1,1,2,2,0,0,,0,READY
2014,Halfling,The Fathomless,2,1,2,2,3,0,2,,0,READY
2014,Halfling,The Fathomless,3,2,2,2,4,0,2,,0,READY
2014,Halfling,The Fathomless,4,2,2,3,5,0,2,,0,READY
2014,Halfling,The Fathomless,5,3,2,3,6,0,3,,0,READY
2014,Halfling,The Fathomless,6,3,2,3,7,0,3,,0,READY
2014,Halfling,The Fathomless,7,4,2,3,8,0,4,,0,READY
2014,Halfling,The Fathomless,8,4,2,3,9,0,4,,0,READY
2014,Halfling,The Fathomless,9,5,2,3,10,0,5,,0,READY
2014,Halfling,The Fathomless,10,5,2,4,10,0,5,,0,READY
2014,Halfling,The Fathomless,11,5,3,4,11,0,5,6,0,READY
2014,Halfling,The Fathomless,12,5,3,4,11,0,6,6,0,READY
2014,Halfling,The Fathomless,13,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Fathomless,14,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Fathomless,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Fathomless,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Fathomless,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Halfling,The Fathomless,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Halfling,The Fathomless,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Fathomless,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Genie,1,1,1,2,2,0,0,,0,READY
2014,Halfling,The Genie,2,1,2,2,3,0,2,,0,READY
2014,Halfling,The Genie,3,2,2,2,4,0,2,,0,READY
2014,Halfling,The Genie,4,2,2,3,5,0,2,,0,READY
2014,Halfling,The Genie,5,3,2,3,6,0,3,,0,READY
2014,Halfling,The Genie,6,3,2,3,7,0,3,,0,READY
2014,Halfling,The Genie,7,4,2,3,8,0,4,,0,READY
2014,Halfling,The Genie,8,4,2,3,9,0,4,,0,READY
2014,Halfling,The Genie,9,5,2,3,10,0,5,,0,READY
2014,Halfling,The Genie,10,5,2,4,10,0,5,,0,READY
2014,Halfling,The Genie,11,5,3,4,11,0,5,6,0,READY
2014,Halfling,The Genie,12,5,3,4,11,0,6,6,0,READY
2014,Halfling,The Genie,13,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Genie,14,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Genie,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Genie,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Genie,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Halfling,The Genie,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Halfling,The Genie,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Genie,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Great Old One,1,1,1,2,2,0,0,,0,READY
2014,Halfling,The Great Old One,2,1,2,2,3,0,2,,0,READY
2014,Halfling,The Great Old One,3,2,2,2,4,0,2,,0,READY
2014,Halfling,The Great Old One,4,2,2,3,5,0,2,,0,READY
2014,Halfling,The Great Old One,5,3,2,3,6,0,3,,0,READY
2014,Halfling,The Great Old One,6,3,2,3,7,0,3,,0,READY
2014,Halfling,The Great Old One,7,4,2,3,8,0,4,,0,READY
2014,Halfling,The Great Old One,8,4,2,3,9,0,4,,0,READY
2014,Halfling,The Great Old One,9,5,2,3,10,0,5,,0,READY
2014,Halfling,The Great Old One,10,5,2,4,10,0,5,,0,READY
2014,Halfling,The Great Old One,11,5,3,4,11,0,5,6,0,READY
2014,Halfling,The Great Old One,12,5,3,4,11,0,6,6,0,READY
2014,Halfling,The Great Old One,13,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Great Old One,14,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Great Old One,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Great Old One,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Great Old One,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Halfling,The Great Old One,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Halfling,The Great Old One,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Great Old One,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Hexblade,1,1,1,2,2,0,0,,0,READY
2014,Halfling,The Hexblade,2,1,2,2,3,0,2,,0,READY
2014,Halfling,The Hexblade,3,2,2,2,4,0,2,,0,READY
2014,Halfling,The Hexblade,4,2,2,3,5,0,2,,0,READY
2014,Halfling,The Hexblade,5,3,2,3,6,0,3,,0,READY
2014,Halfling,The Hexblade,6,3,2,3,7,0,3,,0,READY
2014,Halfling,The Hexblade,7,4,2,3,8,0,4,,0,READY
2014,Halfling,The Hexblade,8,4,2,3,9,0,4,,0,READY
2014,Halfling,The Hexblade,9,5,2,3,10,0,5,,0,READY
2014,Halfling,The Hexblade,10,5,2,4,10,0,5,,0,READY
2014,Halfling,The Hexblade,11,5,3,4,11,0,5,6,0,READY
2014,Halfling,The Hexblade,12,5,3,4,11,0,6,6,0,READY
2014,Halfling,The Hexblade,13,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Hexblade,14,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Hexblade,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Hexblade,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Hexblade,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Halfling,The Hexblade,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Halfling,The Hexblade,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Hexblade,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Undead,1,1,1,2,2,0,0,,0,READY
2014,Halfling,The Undead,2,1,2,2,3,0,2,,0,READY
2014,Halfling,The Undead,3,2,2,2,4,0,2,,0,READY
2014,Halfling,The Undead,4,2,2,3,5,0,2,,0,READY
2014,Halfling,The Undead,5,3,2,3,6,0,3,,0,READY
2014,Halfling,The Undead,6,3,2,3,7,0,3,,0,READY
2014,Halfling,The Undead,7,4,2,3,8,0,4,,0,READY
2014,Halfling,The Undead,8,4,2,3,9,0,4,,0,READY
2014,Halfling,The Undead,9,5,2,3,10,0,5,,0,READY
2014,Halfling,The Undead,10,5,2,4,10,0,5,,0,READY
2014,Halfling,The Undead,11,5,3,4,11,0,5,6,0,READY
2014,Halfling,The Undead,12,5,3,4,11,0,6,6,0,READY
2014,Halfling,The Undead,13,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Undead,14,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Undead,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Undead,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Undead,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Halfling,The Undead,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Halfling,The Undead,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Undead,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Undying,1,1,1,2,2,0,0,,0,READY
2014,Halfling,The Undying,2,1,2,2,3,0,2,,0,READY
2014,Halfling,The Undying,3,2,2,2,4,0,2,,0,READY
2014,Halfling,The Undying,4,2,2,3,5,0,2,,0,READY
2014,Halfling,The Undying,5,3,2,3,6,0,3,,0,READY
2014,Halfling,The Undying,6,3,2,3,7,0,3,,0,READY
2014,Halfling,The Undying,7,4,2,3,8,0,4,,0,READY
2014,Halfling,The Undying,8,4,2,3,9,0,4,,0,READY
2014,Halfling,The Undying,9,5,2,3,10,0,5,,0,READY
2014,Halfling,The Undying,10,5,2,4,10,0,5,,0,READY
2014,Halfling,The Undying,11,5,3,4,11,0,5,6,0,READY
2014,Halfling,The Undying,12,5,3,4,11,0,6,6,0,READY
2014,Halfling,The Undying,13,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Undying,14,5,3,4,12,0,6,6/7,0,READY
2014,Halfling,The Undying,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Undying,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Halfling,The Undying,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Halfling,The Undying,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Halfling,The Undying,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Halfling,The Undying,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Fiend,1,1,1,2,2,0,0,,0,READY
2014,Dragonborn,The Fiend,2,1,2,2,3,0,2,,0,READY
2014,Dragonborn,The Fiend,3,2,2,2,4,0,2,,0,READY
2014,Dragonborn,The Fiend,4,2,2,3,5,0,2,,0,READY
2014,Dragonborn,The Fiend,5,3,2,3,6,0,3,,0,READY
2014,Dragonborn,The Fiend,6,3,2,3,7,0,3,,0,READY
2014,Dragonborn,The Fiend,7,4,2,3,8,0,4,,0,READY
2014,Dragonborn,The Fiend,8,4,2,3,9,0,4,,0,READY
2014,Dragonborn,The Fiend,9,5,2,3,10,0,5,,0,READY
2014,Dragonborn,The Fiend,10,5,2,4,10,0,5,,0,READY
2014,Dragonborn,The Fiend,11,5,3,4,11,0,5,6,0,READY
2014,Dragonborn,The Fiend,12,5,3,4,11,0,6,6,0,READY
2014,Dragonborn,The Fiend,13,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Fiend,14,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Fiend,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Fiend,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Fiend,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Dragonborn,The Fiend,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Fiend,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Fiend,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Archfey,1,1,1,2,2,0,0,,0,READY
2014,Dragonborn,The Archfey,2,1,2,2,3,0,2,,0,READY
2014,Dragonborn,The Archfey,3,2,2,2,4,0,2,,0,READY
2014,Dragonborn,The Archfey,4,2,2,3,5,0,2,,0,READY
2014,Dragonborn,The Archfey,5,3,2,3,6,0,3,,0,READY
2014,Dragonborn,The Archfey,6,3,2,3,7,0,3,,0,READY
2014,Dragonborn,The Archfey,7,4,2,3,8,0,4,,0,READY
2014,Dragonborn,The Archfey,8,4,2,3,9,0,4,,0,READY
2014,Dragonborn,The Archfey,9,5,2,3,10,0,5,,0,READY
2014,Dragonborn,The Archfey,10,5,2,4,10,0,5,,0,READY
2014,Dragonborn,The Archfey,11,5,3,4,11,0,5,6,0,READY
2014,Dragonborn,The Archfey,12,5,3,4,11,0,6,6,0,READY
2014,Dragonborn,The Archfey,13,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Archfey,14,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Archfey,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Archfey,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Archfey,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Dragonborn,The Archfey,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Archfey,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Archfey,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Celestial,1,1,1,2,2,0,0,,0,READY
2014,Dragonborn,The Celestial,2,1,2,2,3,0,2,,0,READY
2014,Dragonborn,The Celestial,3,2,2,2,4,0,2,,0,READY
2014,Dragonborn,The Celestial,4,2,2,3,5,0,2,,0,READY
2014,Dragonborn,The Celestial,5,3,2,3,6,0,3,,0,READY
2014,Dragonborn,The Celestial,6,3,2,3,7,0,3,,0,READY
2014,Dragonborn,The Celestial,7,4,2,3,8,0,4,,0,READY
2014,Dragonborn,The Celestial,8,4,2,3,9,0,4,,0,READY
2014,Dragonborn,The Celestial,9,5,2,3,10,0,5,,0,READY
2014,Dragonborn,The Celestial,10,5,2,4,10,0,5,,0,READY
2014,Dragonborn,The Celestial,11,5,3,4,11,0,5,6,0,READY
