domain,id,name,edition,kind,className,data,runtime,ui,tests,mode,score,status,source
"spell","alarm","Alarm","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","armor-of-agathys","Armor of Agathys","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","arms-of-hadar","Arms of Hadar","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","color-spray","Color Spray","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","comprehend-languages","Comprehend Languages","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","create-or-destroy-water","Create or Destroy Water","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","entangle","Entangle","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","expeditious-retreat","Expeditious Retreat","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","find-familiar","Find Familiar","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","goodberry","Goodberry","mixed","healing","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","grease","Grease","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","hellish-rebuke","Hellish Rebuke","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","hex","Hex","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","jump","Jump","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","longstrider","Longstrider","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","silent-image","Silent Image","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","hideous-laughter","Hideous Laughter","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","floating-disk","Floating Disk","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","unseen-servant","Unseen Servant","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","alter-self","Alter Self","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","arcane-lock","Arcane Lock","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","blur","Blur","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","branding-smite","Branding Smite","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","calm-emotions","Calm Emotions","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","cloud-of-daggers","Cloud of Daggers","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","continual-flame","Continual Flame","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","darkness","Darkness","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","darkvision","Darkvision","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","detect-thoughts","Detect Thoughts","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","enhance-ability","Enhance Ability","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","enlarge-reduce","Enlarge/Reduce","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","summon-beast","Summon Beast","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","find-steed","Find Steed","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","knock","Knock","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","levitate","Levitate","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","locate-object","Locate Object","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","protection-from-poison","Protection from Poison","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","silence","Silence","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","conjure-animals","Conjure Animals","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","water-breathing","Water Breathing","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","bestow-curse","Bestow Curse","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","clairvoyance","Clairvoyance","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","conjure-barrage","Conjure Barrage","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","create-food-and-water","Create Food and Water","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","fear","Fear","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","feign-death","Feign Death","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","glyph-of-warding","Glyph of Warding","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","major-image","Major Image","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","meld-into-stone","Meld into Stone","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","remove-curse","Remove Curse","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","stinking-cloud","Stinking Cloud","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","tongues","Tongues","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","black-tentacles","Black Tentacles","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","conjure-minor-elementals","Conjure Minor Elementals","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","conjure-woodland-beings","Conjure Woodland Beings","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","divination","Divination","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","fire-shield","Fire Shield","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","giant-insect","Giant Insect","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","hallucinatory-terrain","Hallucinatory Terrain","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","phantasmal-killer","Phantasmal Killer","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","private-sanctum","Private Sanctum","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","stone-shape","Stone Shape","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","faithful-hound","Faithful Hound","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","conjure-volley","Conjure Volley","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","swift-quiver","Swift Quiver","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","awaken","Awaken","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","banishing-smite","Banishing Smite","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","arcane-hand","Arcane Hand","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","cone-of-cold","Cone of Cold","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","conjure-elemental","Conjure Elemental","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","contact-other-plane","Contact Other Plane","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","contagion","Contagion","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","dream","Dream","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","geas","Geas","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","passwall","Passwall","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","reincarnate","Reincarnate","mixed","healing","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","seeming","Seeming","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","telekinesis","Telekinesis","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","wall-of-force","Wall of Force","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","wall-of-stone","Wall of Stone","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","detect-evil-and-good","Detect Evil and Good","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","detect-poison-and-disease","Detect Poison and Disease","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","illusory-script","Illusory Script","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","purify-food-and-drink","Purify Food and Drink","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","witch-bolt","Witch Bolt","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","wrathful-smite","Wrathful Smite","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","acid-arrow","Acid Arrow","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","crown-of-madness","Crown of Madness","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","magic-mouth","Magic Mouth","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","phantasmal-force","Phantasmal Force","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","rope-trick","Rope Trick","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","spider-climb","Spider Climb","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","gaseous-form","Gaseous Form","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","phantom-steed","Phantom Steed","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","freezing-sphere","Freezing Sphere","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","guards-and-wards","Guards and Wards","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","irresistible-dance","Irresistible Dance","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","magic-jar","Magic Jar","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","programmed-illusion","Programmed Illusion","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","word-of-recall","Word of Recall","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","arcane-sword","Arcane Sword","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","glibness","Glibness","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","power-word-stun","Power Word Stun","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","telepathy","Telepathy","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","tsunami","Tsunami","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","time-stop","Time Stop","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","weird","Weird","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","delayed-blast-fireball","Delayed Blast Fireball","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","finger-of-death","Finger of Death","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","forcecage","Forcecage","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","mirage-arcane","Mirage Arcane","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","prismatic-spray","Prismatic Spray","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","project-image","Project Image","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","reverse-gravity","Reverse Gravity","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","sequester","Sequester","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","simulacrum","Simulacrum","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","teleport","Teleport","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","animal-shapes","Animal Shapes","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","antipathy-sympathy","Antipathy/Sympathy","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","clone","Clone","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","feeblemind","Feeblemind","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","incendiary-cloud","Incendiary Cloud","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","maze","Maze","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","mind-blank","Mind Blank","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","sunburst","Sunburst","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","foresight","Foresight","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","imprisonment","Imprisonment","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","meteor-swarm","Meteor Swarm","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","power-word-kill","Power Word Kill","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","prismatic-wall","Prismatic Wall","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","shapechange","Shapechange","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","storm-of-vengeance","Storm of Vengeance","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","wish","Wish","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"feat","actor","Actor","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","charger","Charger","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","crossbow-expert","Crossbow Expert","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","defensive-duelist","Defensive Duelist","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","dual-wielder","Dual Wielder","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","dungeon-delver","Dungeon Delver","mixed","","","true","true","true","false","partial","80","PARTIAL","featExpansion.ts"
"feat","elemental-adept","Elemental Adept","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","great-weapon-master","Great Weapon Master","mixed","","","true","true","true","false","partial","80","PARTIAL","featExpansion.ts"
"feat","inspiring-leader","Inspiring Leader","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","keen-mind","Keen Mind","mixed","","","true","true","true","false","partial","80","PARTIAL","featExpansion.ts"
"feat","lightly-armored","Lightly Armored","mixed","","","true","true","true","false","partial","80","PARTIAL","featExpansion.ts"
"feat","mage-slayer","Mage Slayer","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","martial-adept","Martial Adept","mixed","","","true","true","true","false","partial","80","PARTIAL","featExpansion.ts"
"feat","medium-armor-master","Medium Armor Master","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","observant","Observant","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","polearm-master","Polearm Master","mixed","","","true","true","true","false","partial","80","PARTIAL","featExpansion.ts"
"feat","resilient","Resilient","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","ritual-caster","Ritual Caster","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","sharpshooter","Sharpshooter","mixed","","","true","true","true","false","partial","80","PARTIAL","featExpansion.ts"
"feat","shield-master","Shield Master","mixed","","","true","true","true","false","partial","80","PARTIAL","featExpansion.ts"
"feat","skulker","Skulker","mixed","","","true","true","true","false","partial","80","PARTIAL","featExpansion.ts"
"feat","spell-sniper","Spell Sniper","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","weapon-master","Weapon Master","mixed","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","actor-2024","Actor","dnd_2024","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","crossbow-expert-2024","Crossbow Expert","dnd_2024","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","dual-wielder-2024","Dual Wielder","dnd_2024","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","elemental-adept-2024","Elemental Adept","dnd_2024","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","fey-touched-2024","Fey-Touched","dnd_2024","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","inspiring-leader-2024","Inspiring Leader","dnd_2024","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","mage-slayer-2024","Mage Slayer","dnd_2024","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","piercer-2024","Piercer","dnd_2024","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","polearm-master-2024","Polearm Master","dnd_2024","","","true","true","true","false","partial","80","PARTIAL","featExpansion.ts"
"feat","resilient-2024","Resilient","dnd_2024","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","sentinel-2024","Sentinel","dnd_2024","","","true","true","true","false","partial","80","PARTIAL","featExpansion.ts"
"feat","sharpshooter-2024","Sharpshooter","dnd_2024","","","true","true","true","false","partial","80","PARTIAL","featExpansion.ts"
"feat","skill-expert-2024","Skill Expert","dnd_2024","","","true","true","true","false","partial","80","PARTIAL","featExpansion.ts"
"feat","slasher-2024","Slasher","dnd_2024","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"feat","telekinetic-2024","Telekinetic","dnd_2024","","","true","true","true","true","partial","100","READY","featExpansion.ts"
"item","arrows-20","Arrows (20)","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","crossbow-bolts-20","Crossbow Bolts (20)","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","blowgun-needles-50","Blowgun Needles (50)","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","thieves-tools","Thieves","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","herbalism-kit","Herbalism Kit","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","disguise-kit","Disguise Kit","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","poisoners-kit","Poisoner","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","navigators-tools","Navigator","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","backpack","Backpack","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","bedroll","Bedroll","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","crowbar","Crowbar","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","tinderbox","Tinderbox","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","waterskin","Waterskin","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","potion-greater-healing","Potion of Greater Healing","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","bag-of-holding","Bag of Holding","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","boots-of-elvenkind","Boots of Elvenkind","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","cloak-of-protection","Cloak of Protection","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","ring-of-protection","Ring of Protection","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","pearl-of-power","Pearl of Power","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","wand-of-magic-detection","Wand of Magic Detection","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","wand-of-magic-missiles","Wand of Magic Missiles","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","staff-of-healing","Staff of Healing","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","longsword-plus-1","Longsword +1","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","potion-superior-healing","Potion of Superior Healing","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","potion-climbing","Potion of Climbing","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","dust-of-disappearance","Dust of Disappearance","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","eyes-of-charming","Eyes of Charming","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","gem-of-brightness","Gem of Brightness","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","ring-of-swimming","Ring of Swimming","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","shield-plus-1","Shield +1","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","chain-mail-plus-1","Chain Mail +1","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","dagger-plus-1","Dagger +1","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","longbow-plus-1","Longbow +1","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","wand-of-web","Wand of Web","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","wand-of-fireballs","Wand of Fireballs","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","wand-of-lightning-bolts","Wand of Lightning Bolts","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","wand-of-fear","Wand of Fear","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","wand-of-paralysis","Wand of Paralysis","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","wand-of-polymorph","Wand of Polymorph","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","scroll-detect-magic","Spell Scroll: Detect Magic","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","scroll-cure-wounds","Spell Scroll: Cure Wounds","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","scroll-shield","Spell Scroll: Shield","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","scroll-invisibility","Spell Scroll: Invisibility","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","scroll-lesser-restoration","Spell Scroll: Lesser Restoration","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","scroll-fireball","Spell Scroll: Fireball","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","scroll-revivify","Spell Scroll: Revivify","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","scroll-polymorph","Spell Scroll: Polymorph","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","scroll-greater-restoration","Spell Scroll: Greater Restoration","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","scroll-raise-dead","Spell Scroll: Raise Dead","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","potion-speed","Potion of Speed","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","potion-flying","Potion of Flying","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","potion-invisibility","Potion of Invisibility","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","potion-resistance","Potion of Resistance","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","potion-heroism","Potion of Heroism","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","potion-growth","Potion of Growth","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","potion-diminution","Potion of Diminution","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","potion-water-breathing","Potion of Water Breathing","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","potion-gaseous-form","Potion of Gaseous Form","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","potion-mind-reading","Potion of Mind Reading","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","flame-tongue-longsword","Flame Tongue Longsword","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","frost-brand-greatsword","Frost Brand Greatsword","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","dragon-slayer-longsword","Dragon Slayer Longsword","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","giant-slayer-greataxe","Giant Slayer Greataxe","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","mace-of-disruption","Mace of Disruption","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","sun-blade","Sun Blade","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","vicious-longsword","Vicious Longsword","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","longsword-plus-2","Longsword +2","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","longsword-plus-3","Longsword +3","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","longbow-plus-2","Longbow +2","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","plate-plus-1","Plate Armor +1","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","plate-plus-2","Plate Armor +2","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","plate-plus-3","Plate Armor +3","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","shield-plus-2","Shield +2","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","shield-plus-3","Shield +3","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","fire-resistance-scale","Scale Mail of Fire Resistance","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","cold-resistance-chain","Chain Mail of Cold Resistance","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","lightning-resistance-leather","Leather Armor of Lightning Resistance","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","poison-resistance-breastplate","Breastplate of Poison Resistance","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","adamantine-splint","Adamantine Splint Armor","mixed","","","true","true","true","true","automatic","100","READY","itemExpansion.ts"
"item","gauntlets-ogre-power","Gauntlets of Ogre Power","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","headband-intellect","Headband of Intellect","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","amulet-health","Amulet of Health","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","belt-hill-giant","Belt of Hill Giant Strength","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","belt-stone-giant","Belt of Stone Giant Strength","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","belt-fire-giant","Belt of Fire Giant Strength","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
